N,P,K,temperature,humidity,ph,rainfall,label,fertilizer_type,pesticide_type,irigation_level,base_yield,crop_yield(per hectre),climate_suitability,disease_risk_predcition
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,Nitrogen-Rich,Fungicide,High,530.1154939,392.4105214,High,High
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,Nitrogen-Rich,Fungicide,High,565.2248103,333.213934,Medium,High
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,Nitrogen-Rich,Fungicide,High,610.2615132,404.9453473,Medium,High
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon,Nitrogen-Rich,Fungicide,High,497.8832548,307.3972825,Medium,High
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,Nitrogen-Rich,Insecticide,High,567.6052412,482.0578632,High,Moderate
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon,Nitrogen-Rich,Fungicide,High,571.0849459,372.3018624,Medium,High
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,Nitrogen-Rich,Fungicide,High,529.6113984,380.4901399,Medium,High
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,watermelon,Nitrogen-Rich,Fungicide,High,632.1965752,466.0160613,High,High
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,Nitrogen-Rich,Fungicide,High,547.7457799,379.3140164,Medium,High
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,Nitrogen-Rich,Fungicide,High,534.1670892,358.8856431,Medium,High
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,Nitrogen-Rich,Fungicide,High,474.6628526,302.577333,Medium,High
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,Nitrogen-Rich,Insecticide,High,534.3324077,455.2866127,High,Moderate
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,Nitrogen-Rich,Insecticide,High,588.3966913,482.1207076,High,Moderate
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,Nitrogen-Rich,Fungicide,High,633.9206685,481.0076111,Medium,High
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,Nitrogen-Rich,Fungicide,High,550.1424938,377.7364976,Medium,High
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,Nitrogen-Rich,Fungicide,High,607.8954276,487.2706888,High,High
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,Nitrogen-Rich,Fungicide,High,536.3794909,418.7737849,High,High
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,Nitrogen-Rich,Fungicide,High,563.5744894,446.4626691,High,High
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,Nitrogen-Rich,Fungicide,High,519.711598,411.6911839,High,High
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,Nitrogen-Rich,Fungicide,High,532.3570256,360.2237085,Medium,High
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon,Nitrogen-Rich,Fungicide,High,594.9790621,400.1982091,Medium,High
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,Nitrogen-Rich,Fungicide,High,608.1136444,437.8295136,High,High
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,watermelon,Nitrogen-Rich,Fungicide,High,639.6603985,476.6551469,High,High
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon,Nitrogen-Rich,Fungicide,High,580.1519857,362.5711568,Medium,High
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,Nitrogen-Rich,Insecticide,High,478.2450288,385.495097,High,Moderate
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,Nitrogen-Rich,Insecticide,High,562.1914749,448.9304142,High,Moderate
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,Nitrogen-Rich,Fungicide,High,509.1795234,337.6546115,Medium,High
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,watermelon,Nitrogen-Rich,Fungicide,High,486.3194572,363.7820291,High,High
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon,Nitrogen-Rich,Fungicide,High,560.3212001,329.504792,Medium,High
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,Nitrogen-Rich,Insecticide,High,562.2383035,482.836736,High,Moderate
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,watermelon,Nitrogen-Rich,Fungicide,High,564.8944012,458.7533895,High,High
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,Nitrogen-Rich,Fungicide,High,523.9760099,344.1952376,Medium,High
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,Nitrogen-Rich,Fungicide,High,482.0464104,302.9818476,Medium,High
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon,Nitrogen-Rich,Insecticide,High,596.2901355,502.3919327,High,Moderate
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon,Nitrogen-Rich,Fungicide,High,573.6164717,447.4204925,High,High
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,Nitrogen-Rich,Insecticide,High,566.51681,446.1069489,High,Moderate
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,watermelon,Nitrogen-Rich,Insecticide,High,510.8072509,431.6812342,High,Moderate
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon,Nitrogen-Rich,Insecticide,High,521.0793968,409.2634154,High,Moderate
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon,Nitrogen-Rich,Fungicide,High,511.7829904,326.1760739,Medium,High
82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,watermelon,Nitrogen-Rich,Fungicide,High,517.9351341,379.2672218,Medium,High
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,Nitrogen-Rich,Fungicide,High,616.2600881,444.775445,Medium,High
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,Nitrogen-Rich,Fungicide,High,633.3474201,475.2025154,Medium,High
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,Nitrogen-Rich,Fungicide,High,631.251662,412.6395712,Medium,High
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,Nitrogen-Rich,Fungicide,High,504.1398121,394.195005,High,High
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,Nitrogen-Rich,Fungicide,High,472.4336387,350.2186345,Medium,High
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,Nitrogen-Rich,Fungicide,High,557.0920977,433.8783074,High,High
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon,Nitrogen-Rich,Fungicide,High,570.2730934,420.2331346,Medium,High
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon,Nitrogen-Rich,Fungicide,High,577.3493101,359.5341229,Medium,High
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon,Nitrogen-Rich,Fungicide,High,567.0685136,363.437664,Medium,High
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon,Nitrogen-Rich,Fungicide,High,592.1706744,408.4292524,Medium,High
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon,Nitrogen-Rich,Insecticide,High,522.748411,446.6246731,High,Moderate
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,watermelon,Nitrogen-Rich,Fungicide,High,597.2203872,491.8904373,High,High
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon,Nitrogen-Rich,Fungicide,High,508.5152969,385.7152475,Medium,High
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,Nitrogen-Rich,Fungicide,High,536.0821466,394.6929263,Medium,High
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon,Nitrogen-Rich,Insecticide,High,601.0076501,489.8893847,High,Moderate
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,watermelon,Nitrogen-Rich,Fungicide,High,562.1957453,382.8299622,Medium,High
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon,Nitrogen-Rich,Fungicide,High,651.745629,465.3981562,Medium,High
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,Nitrogen-Rich,Fungicide,High,521.4006545,352.6213524,Medium,High
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon,Nitrogen-Rich,Fungicide,High,585.6061127,375.3646161,Medium,High
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon,Nitrogen-Rich,Fungicide,High,484.2760433,316.2439059,Medium,High
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon,Nitrogen-Rich,Fungicide,High,483.6966122,331.9125154,Medium,High
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,Nitrogen-Rich,Insecticide,High,497.0497591,379.3536426,High,Moderate
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon,Nitrogen-Rich,Insecticide,High,493.2037618,383.8550343,High,Moderate
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon,Nitrogen-Rich,Fungicide,High,575.1816279,410.9385696,High,High
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,watermelon,Nitrogen-Rich,Fungicide,High,603.7851684,424.7804811,High,High
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon,Nitrogen-Rich,Fungicide,High,636.7234843,466.7003752,High,High
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,Nitrogen-Rich,Fungicide,High,485.9487722,367.8268837,Medium,High
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon,Nitrogen-Rich,Fungicide,High,548.4519371,410.8567358,High,High
114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,watermelon,Nitrogen-Rich,Fungicide,High,627.11861,425.0267607,Medium,High
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon,Nitrogen-Rich,Fungicide,High,521.8311877,353.9226917,Medium,High
92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,watermelon,Nitrogen-Rich,Fungicide,High,547.099855,382.7283357,Medium,High
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,Nitrogen-Rich,Fungicide,High,504.4996624,338.3303063,Medium,High
91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,watermelon,Nitrogen-Rich,Fungicide,High,551.87166,409.2790895,High,High
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon,Nitrogen-Rich,Fungicide,High,612.5841076,384.8996046,Medium,High
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon,Nitrogen-Rich,Fungicide,High,622.3780125,461.213387,Medium,High
89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,watermelon,Nitrogen-Rich,Fungicide,High,546.0967572,412.3808709,Medium,High
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,watermelon,Nitrogen-Rich,Fungicide,High,544.8997054,425.228373,High,High
83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,watermelon,Nitrogen-Rich,Insecticide,High,516.3980875,402.2977135,High,Moderate
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon,Nitrogen-Rich,Fungicide,High,534.3971905,375.4673374,High,High
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon,Nitrogen-Rich,Insecticide,High,653.5614356,542.9765188,High,Moderate
97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,watermelon,Nitrogen-Rich,Fungicide,High,534.0122842,347.127303,Medium,High
110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,watermelon,Nitrogen-Rich,Fungicide,High,562.12799,390.5883321,High,High
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,watermelon,Nitrogen-Rich,Fungicide,High,546.8480384,412.8347555,High,High
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon,Nitrogen-Rich,Fungicide,High,522.3534503,365.9269963,High,High
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon,Nitrogen-Rich,Fungicide,High,645.7371389,378.7668984,Medium,High
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon,Nitrogen-Rich,Fungicide,High,626.0338846,293.4704058,Medium,High
114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon,Nitrogen-Rich,Fungicide,High,636.5777695,306.0351719,Medium,High
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon,Nitrogen-Rich,Fungicide,High,593.8127102,241.0118765,Medium,High
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon,Nitrogen-Rich,Fungicide,High,632.938333,326.3936527,Medium,High
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon,Nitrogen-Rich,Fungicide,High,565.667698,207.2992552,Medium,High
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon,Nitrogen-Rich,Fungicide,High,519.3457853,204.8843291,Medium,High
117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon,Nitrogen-Rich,Fungicide,High,647.6661982,286.9900968,Medium,High
114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,muskmelon,Nitrogen-Rich,Fungicide,High,647.9412571,312.9041525,Medium,High
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon,Nitrogen-Rich,Fungicide,High,584.9239437,313.8954438,Medium,High
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,Nitrogen-Rich,Fungicide,High,620.6216244,258.103448,Medium,High
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon,Nitrogen-Rich,Fungicide,High,528.5771685,249.1681147,Medium,High
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon,Nitrogen-Rich,Fungicide,High,600.8403938,283.6161729,Medium,High
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon,Nitrogen-Rich,Fungicide,High,473.2106947,225.3136183,Medium,High
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon,Nitrogen-Rich,Fungicide,High,528.6534444,221.8000941,Medium,High
109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,muskmelon,Nitrogen-Rich,Fungicide,High,610.8576166,314.7748619,Medium,High
95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon,Nitrogen-Rich,Fungicide,High,580.0056329,284.8605813,Medium,High
119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon,Nitrogen-Rich,Fungicide,High,611.8314433,232.9380538,Medium,High
110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon,Nitrogen-Rich,Fungicide,High,593.119747,320.2668787,Medium,High
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon,Nitrogen-Rich,Fungicide,High,503.7771967,205.0869935,Medium,High
87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon,Nitrogen-Rich,Fungicide,High,510.8070849,211.8907533,Medium,High
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon,Nitrogen-Rich,Fungicide,High,497.7857475,233.3002806,Medium,High
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon,Nitrogen-Rich,Fungicide,High,544.0952913,225.1144313,Medium,High
107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon,Nitrogen-Rich,Fungicide,High,573.3291444,228.7660181,Medium,High
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon,Nitrogen-Rich,Fungicide,High,520.2488126,229.5306912,Medium,High
102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon,Nitrogen-Rich,Fungicide,High,592.8124887,277.3195805,Medium,High
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon,Nitrogen-Rich,Fungicide,High,650.0701263,290.6018792,Medium,High
85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon,Nitrogen-Rich,Fungicide,High,525.7627152,245.61163,Medium,High
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon,Nitrogen-Rich,Fungicide,High,607.0708605,275.8704237,Medium,High
102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon,Nitrogen-Rich,Fungicide,High,594.7420944,313.1725552,Medium,High
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon,Nitrogen-Rich,Fungicide,High,642.6629486,273.3714283,Medium,High
100,17,48,29.72791119,94.29753295,6.367800632,26.52364146,muskmelon,Nitrogen-Rich,Fungicide,High,564.8608487,214.2045503,Medium,High
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon,Nitrogen-Rich,Fungicide,High,626.0993282,301.87916,Medium,High
104,25,51,28.96361426,93.88482153,6.469983276,23.56130173,muskmelon,Nitrogen-Rich,Fungicide,High,602.5017843,251.8714118,Medium,High
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon,Nitrogen-Rich,Fungicide,High,580.6741224,281.0109733,Medium,High
98,26,52,27.33897716,90.69759008,6.150090899,28.69113835,muskmelon,Nitrogen-Rich,Fungicide,High,582.2897358,318.380138,Medium,High
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon,Nitrogen-Rich,Fungicide,High,526.8750333,233.4374481,Medium,High
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon,Nitrogen-Rich,Fungicide,High,531.9578707,296.1194997,Medium,High
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon,Nitrogen-Rich,Fungicide,High,607.0708838,277.9371679,Medium,High
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon,Nitrogen-Rich,Fungicide,High,534.1304436,205.8499801,Medium,High
108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon,Nitrogen-Rich,Fungicide,High,601.3648216,287.6428904,Medium,High
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon,Nitrogen-Rich,Fungicide,High,496.1137277,234.3085624,Medium,High
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon,Nitrogen-Rich,Fungicide,High,657.239942,334.1100014,Medium,High
110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon,Nitrogen-Rich,Fungicide,High,608.8182935,277.9780219,Medium,High
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon,Nitrogen-Rich,Fungicide,High,554.0995881,293.6584132,Medium,High
106,10,49,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon,Nitrogen-Rich,Fungicide,High,566.8853503,286.3251948,Medium,High
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon,Nitrogen-Rich,Fungicide,High,554.0422258,232.835301,Medium,High
106,20,51,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon,Nitrogen-Rich,Fungicide,High,595.8662516,265.5612569,Medium,High
83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,muskmelon,Nitrogen-Rich,Fungicide,High,496.8834472,205.8533813,Medium,High
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,Nitrogen-Rich,Fungicide,High,637.612517,297.4407841,Medium,High
98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon,Nitrogen-Rich,Fungicide,High,577.6522659,318.8659652,Medium,High
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon,Nitrogen-Rich,Fungicide,High,616.3987434,282.3810987,Medium,High
101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon,Nitrogen-Rich,Fungicide,High,566.9330991,215.393065,Medium,High
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon,Nitrogen-Rich,Fungicide,High,525.7396241,258.8783378,Medium,High
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon,Nitrogen-Rich,Fungicide,High,550.7140168,252.6741313,Medium,High
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon,Nitrogen-Rich,Fungicide,High,553.9818825,258.0478737,Medium,High
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon,Nitrogen-Rich,Fungicide,High,582.3413824,252.4263273,Medium,High
